tech,rmse_test,rmse_train,rmse_ratio,r2_train,r2_test,r2_ratio,mae_train,mae_test,mae_ratio,mpe_train,mpe_test,mpe_ratio,k
svr_poly_rbf,3480.1094108519624,3382.2201369644395,0.028942313014367782,-0.010293203950713758,-0.007463267198102086,-0.274932544440202,2713.3099123730954,2777.3834000040347,0.023614511316512266,0.6791310398376464,0.8067571798997598,0.18792564700418302,16904
mlp,2962.9776193298867,808.7893568877271,2.663472564391318,0.942228380129295,0.2697019067002395,-0.7137616395472717,386.49461061529195,2367.730008804917,5.126165653475831,0.08686673501350986,0.593151243948678,5.828289837950382,16904
xgboost,2891.9961800107912,229.7387980137456,11.588192351549429,0.9953386428578315,0.30427300540219837,-0.6943020271687985,53.342773961174416,2057.7822174721578,37.57658806739065,0.012430556063013947,0.6188351901258755,48.78338756438793,16904
ensemble_voting_bg_mlp_gd_xgb,2726.517752350051,761.7307260726706,2.579372157412403,0.9487555733817954,0.3816133802087349,-0.5977748211285951,523.059187888475,2011.2253350183676,2.8451199818082435,0.1279135968747169,0.5596775322401021,3.375434245573362,16904
adaboost,3268.4176006172315,2878.647239316955,0.13540052979633632,0.268152513218032,0.11137504410542687,-0.5846578397910858,2349.4819015461344,2591.7595820709457,0.10311961984698614,0.6186243429908747,0.7677808282926695,0.2411099514459214,16904
random_forest,2857.394012433225,1427.6740702704146,1.001433010471366,0.8199878440041477,0.3208218818469212,-0.6087480025553911,1101.8447776578932,2054.0008614113976,0.8641472039078222,0.319873344661779,0.612476702972495,0.9147475499094893,16904
ridge,2985.10857285527,226.47517435307603,12.18073197816141,0.9954701387981368,0.2587517381542891,-0.7400708187322541,36.61857767106002,2323.3239343811915,62.446591379144,0.008206112975554573,0.6040093292253954,72.60480303216593,16904
gradient_boosting,2934.466563274494,294.0739991992834,8.978667176508562,0.9923623993738191,0.2836887776444853,-0.7141278450055212,173.34797098112296,2079.470129937556,10.995930025416934,0.046813659506012156,0.5952891282813858,11.71614171083836,16904
elastic_net,2811.5143790968273,1725.724655008109,0.6291790065916489,0.7369812572985526,0.3424571758870525,-0.5353244434704498,1327.2530797019856,2203.8620814939595,0.6604686138598399,0.3305771487483995,0.6106812227082113,0.8473183189470774,16904
bagging,2827.3050969992455,1097.7984793299918,1.5754317848252133,0.8935639032787083,0.3350503268910917,-0.6250404412468893,769.0130773739081,1995.9959478723406,1.5955292654949886,0.19454385746979277,0.5686058585502206,1.9227643881714909,16904
decision_tree,3692.135418742702,1516.0838226318845,1.4353108737307445,0.7970027675427606,-0.13396243459909685,-1.1680827721742002,933.9484776795729,2431.69706838274,1.6036736784714023,0.3151435219480407,0.6691976643782931,1.1234695234783443,16904
svr_poly_rbf,3453.2240228198284,3422.7665560393434,0.008898493742362845,-0.007742406775465671,-0.013475346572834779,0.7404596482240882,2753.0905211060044,2674.533561368154,-0.028534099818225966,0.7160136514306342,0.6597888663676733,-0.07852473894962864,16904
mlp,3094.4981919243783,1144.2887358819341,1.704298395054431,0.8873668524927643,0.18615041143133493,-0.7902215854599405,730.3666786658378,2322.7007854245962,2.180184492627016,0.1443916146129603,0.4897301914448694,2.3916802769855043,16904
xgboost,2963.3347078077577,239.77145792527622,11.358996910846948,0.9950547307425287,0.25367997074683224,-0.7450592787418523,67.14762032774074,2006.4622882729386,28.881361073997844,0.016970323939148102,0.5173255322968737,29.484128302552786,16904
ensemble_voting_bg_mlp_gd_xgb,2697.739743270634,712.4309501374605,2.786668368001301,0.9563403217024954,0.3814657086410731,-0.6011192877845195,506.45221202677243,1911.203059198354,2.7737085825924335,0.13834514840623602,0.5166229082918595,2.7343044858707337,16904
